traceid,label,activity,anomaly_type,anomaly_details
917,anomaly,U,activity_switching,"{'index1': 12, 'index2': 9, 'activity1': 'U', 'activity2': 'R'}"
917,anomaly,S,activity_switching,"{'index1': 12, 'index2': 9, 'activity1': 'U', 'activity2': 'R'}"
917,anomaly,T,activity_switching,"{'index1': 12, 'index2': 9, 'activity1': 'U', 'activity2': 'R'}"
917,anomaly,R,activity_switching,"{'index1': 12, 'index2': 9, 'activity1': 'U', 'activity2': 'R'}"
917,anomaly,END,activity_switching,"{'index1': 12, 'index2': 9, 'activity1': 'U', 'activity2': 'R'}"
918,normal,START,,
918,normal,F,,
918,normal,L,,
918,normal,M,,
918,normal,N,,
918,normal,O,,
918,normal,P,,
918,normal,Q,,
918,normal,R,,
918,normal,S,,
918,normal,T,,
918,normal,U,,
918,normal,END,,
919,normal,START,,
919,normal,F,,
919,normal,J,,
919,normal,K,,
919,normal,M,,
919,normal,O,,
919,normal,P,,
919,normal,Q,,
919,normal,N,,
919,normal,R,,
919,normal,S,,
919,normal,T,,
919,normal,U,,
919,normal,END,,
920,normal,START,,
920,normal,F,,
920,normal,L,,
920,normal,M,,
920,normal,P,,
920,normal,O,,
920,normal,N,,
920,normal,Q,,
920,normal,R,,
920,normal,S,,
920,normal,T,,
920,normal,S,,
920,normal,T,,
920,normal,U,,
920,normal,END,,
921,normal,START,,
921,normal,F,,
921,normal,J,,
921,normal,K,,
921,normal,M,,
921,normal,O,,
921,normal,N,,
921,normal,Q,,
921,normal,P,,
921,normal,R,,
921,normal,S,,
921,normal,T,,
921,normal,U,,
921,normal,END,,
922,normal,START,,
922,normal,F,,
922,normal,L,,
922,normal,M,,
922,normal,Q,,
922,normal,N,,
922,normal,P,,
922,normal,O,,
922,normal,R,,
922,normal,S,,
922,normal,T,,
922,normal,U,,
922,normal,END,,
923,normal,START,,
923,normal,F,,
923,normal,J,,
923,normal,K,,
923,normal,M,,
923,normal,P,,
923,normal,N,,
923,normal,O,,
923,normal,Q,,
923,normal,R,,
923,normal,S,,
923,normal,T,,
923,normal,U,,
923,normal,END,,
924,normal,START,,
924,normal,F,,
924,normal,L,,
924,normal,M,,
924,normal,O,,
924,normal,N,,
924,normal,Q,,
924,normal,P,,
924,normal,R,,
924,normal,S,,
924,normal,T,,
924,normal,U,,
924,normal,END,,
925,anomaly,START,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,F,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,I,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,H,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,G,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,M,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,O,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,N,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,Q,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,P,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,R,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,S,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,T,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,U,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
925,anomaly,END,activity_switching,"{'index1': 2, 'index2': 4, 'activity1': 'G', 'activity2': 'I'}"
926,anomaly,START,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,F,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,Q,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,K,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,M,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,N,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,J,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,P,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,O,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,R,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,S,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,T,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,U,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
926,anomaly,END,activity_switching,"{'index1': 2, 'index2': 6, 'activity1': 'J', 'activity2': 'Q'}"
927,normal,START,,
927,normal,F,,
927,normal,L,,
927,normal,M,,
927,normal,P,,
927,normal,N,,
927,normal,O,,
927,normal,Q,,
927,normal,R,,
927,normal,S,,
927,normal,T,,
927,normal,U,,
927,normal,END,,
928,normal,START,,
928,normal,F,,
928,normal,G,,
928,normal,M,,
928,normal,Q,,
928,normal,O,,
928,normal,N,,
928,normal,P,,
928,normal,R,,
928,normal,S,,
928,normal,T,,
928,normal,U,,
928,normal,END,,
929,normal,START,,
929,normal,F,,
929,normal,G,,
929,normal,H,,
929,normal,I,,
929,normal,M,,
929,normal,N,,
929,normal,O,,
929,normal,P,,
929,normal,Q,,
929,normal,R,,
929,normal,S,,
929,normal,T,,
929,normal,U,,
929,normal,END,,
930,anomaly,START,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,F,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,G,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,M,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,P,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,Q,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,O,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,T,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,R,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,S,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,N,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,U,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
930,anomaly,END,activity_switching,"{'index1': 7, 'index2': 10, 'activity1': 'N', 'activity2': 'T'}"
931,anomaly,START,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,F,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,G,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,O,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,I,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,M,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,N,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,Q,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,P,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,H,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,R,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,S,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,T,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,U,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
931,anomaly,END,activity_switching,"{'index1': 3, 'index2': 9, 'activity1': 'H', 'activity2': 'O'}"
932,normal,START,,
932,normal,F,,
932,normal,G,,
932,normal,M,,
932,normal,O,,
932,normal,N,,
932,normal,Q,,
932,normal,P,,
932,normal,R,,
932,normal,S,,
932,normal,T,,
932,normal,U,,
932,normal,END,,
933,anomaly,START,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,R,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,G,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,M,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,Q,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,O,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,P,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,N,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,F,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,S,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,T,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,U,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
933,anomaly,END,activity_switching,"{'index1': 8, 'index2': 1, 'activity1': 'R', 'activity2': 'F'}"
934,normal,START,,
934,normal,F,,
934,normal,G,,
934,normal,M,,
934,normal,Q,,
934,normal,O,,
934,normal,P,,
934,normal,N,,
934,normal,R,,
934,normal,S,,
934,normal,T,,
934,normal,U,,
934,normal,END,,
935,anomaly,START,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,F,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,G,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,H,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,I,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,M,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,Q,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,R,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,P,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,N,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,O,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,S,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,T,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,U,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
935,anomaly,END,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'R', 'activity2': 'O'}"
936,anomaly,START,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,F,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,R,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,K,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,M,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,N,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,O,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,P,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,Q,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,J,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,S,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,T,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,S,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,T,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,U,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
936,anomaly,END,activity_switching,"{'index1': 9, 'index2': 2, 'activity1': 'R', 'activity2': 'J'}"
937,normal,START,,
937,normal,F,,
937,normal,G,,
937,normal,M,,
937,normal,P,,
937,normal,Q,,
937,normal,O,,
937,normal,N,,
937,normal,R,,
937,normal,S,,
937,normal,T,,
937,normal,U,,
937,normal,END,,
938,anomaly,START,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,F,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,J,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,K,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,M,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,Q,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,N,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,O,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,R,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,P,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,S,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,T,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,U,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
938,anomaly,END,activity_switching,"{'index1': 9, 'index2': 8, 'activity1': 'R', 'activity2': 'P'}"
939,normal,START,,
939,normal,F,,
939,normal,J,,
939,normal,K,,
939,normal,M,,
939,normal,Q,,
939,normal,O,,
939,normal,P,,
939,normal,N,,
939,normal,R,,
939,normal,S,,
939,normal,T,,
939,normal,U,,
939,normal,END,,
940,normal,START,,
940,normal,F,,
940,normal,J,,
940,normal,K,,
940,normal,M,,
940,normal,O,,
940,normal,P,,
940,normal,N,,
940,normal,Q,,
940,normal,R,,
940,normal,S,,
940,normal,T,,
940,normal,U,,
940,normal,END,,
941,normal,START,,
941,normal,F,,
941,normal,L,,
941,normal,M,,
941,normal,N,,
941,normal,O,,
941,normal,Q,,
941,normal,P,,
941,normal,R,,
941,normal,S,,
941,normal,T,,
941,normal,U,,
941,normal,END,,
942,normal,START,,
942,normal,F,,
942,normal,G,,
942,normal,M,,
942,normal,P,,
942,normal,N,,
942,normal,O,,
942,normal,Q,,
942,normal,R,,
942,normal,S,,
942,normal,T,,
942,normal,U,,
942,normal,END,,
943,anomaly,START,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,F,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,J,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,K,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,M,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,P,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,N,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,S,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,Q,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,R,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,O,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,T,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,U,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
943,anomaly,END,activity_switching,"{'index1': 10, 'index2': 7, 'activity1': 'S', 'activity2': 'O'}"
944,normal,START,,
944,normal,F,,
944,normal,L,,
944,normal,M,,
944,normal,N,,
944,normal,P,,
944,normal,Q,,
944,normal,O,,
944,normal,R,,
944,normal,S,,
944,normal,T,,
944,normal,U,,
944,normal,END,,
945,normal,START,,
945,normal,F,,
945,normal,G,,
945,normal,M,,
945,normal,N,,
945,normal,O,,
945,normal,Q,,
945,normal,P,,
945,normal,R,,
945,normal,S,,
945,normal,T,,
945,normal,U,,
945,normal,END,,
946,normal,START,,
946,normal,F,,
946,normal,J,,
946,normal,K,,
946,normal,M,,
946,normal,N,,
946,normal,O,,
946,normal,P,,
946,normal,Q,,
946,normal,R,,
946,normal,S,,
946,normal,T,,
946,normal,U,,
946,normal,END,,
947,anomaly,START,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,F,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,L,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,P,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,Q,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,O,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,N,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,M,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,R,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,S,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,T,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,U,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
947,anomaly,END,activity_switching,"{'index1': 3, 'index2': 7, 'activity1': 'M', 'activity2': 'P'}"
948,normal,START,,
948,normal,F,,
948,normal,G,,
948,normal,M,,
948,normal,N,,
948,normal,P,,
948,normal,Q,,
948,normal,O,,
948,normal,R,,
948,normal,S,,
948,normal,T,,
948,normal,S,,
948,normal,T,,
948,normal,U,,
948,normal,END,,
949,anomaly,START,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,F,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,L,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,M,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,O,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,N,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,Q,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,P,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,R,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,T,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,S,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,U,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
949,anomaly,END,activity_switching,"{'index1': 9, 'index2': 10, 'activity1': 'S', 'activity2': 'T'}"
950,normal,START,,
950,normal,F,,
950,normal,L,,
950,normal,M,,
950,normal,O,,
950,normal,N,,
950,normal,Q,,
950,normal,P,,
950,normal,R,,
950,normal,S,,
950,normal,T,,
950,normal,U,,
950,normal,END,,
951,normal,START,,
951,normal,F,,
951,normal,G,,
951,normal,H,,
951,normal,I,,
951,normal,M,,
951,normal,N,,
951,normal,O,,
951,normal,P,,
951,normal,Q,,
951,normal,R,,
951,normal,S,,
951,normal,T,,
951,normal,U,,
951,normal,END,,
952,anomaly,START,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,F,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,J,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,K,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,M,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,O,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,N,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,Q,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,T,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,R,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,S,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,P,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,U,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
952,anomaly,END,activity_switching,"{'index1': 11, 'index2': 8, 'activity1': 'T', 'activity2': 'P'}"
953,anomaly,START,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,F,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,U,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,M,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,P,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,Q,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,N,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,O,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,R,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,S,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,T,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,G,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
953,anomaly,END,activity_switching,"{'index1': 11, 'index2': 2, 'activity1': 'U', 'activity2': 'G'}"
954,normal,START,,
954,normal,F,,
954,normal,J,,
954,normal,K,,
954,normal,M,,
954,normal,N,,
954,normal,P,,
954,normal,Q,,
954,normal,O,,
954,normal,R,,
954,normal,S,,
954,normal,T,,
954,normal,S,,
954,normal,T,,
954,normal,U,,
954,normal,END,,
955,normal,START,,
955,normal,F,,
955,normal,G,,
955,normal,M,,
955,normal,N,,
955,normal,Q,,
955,normal,P,,
955,normal,O,,
955,normal,R,,
955,normal,S,,
955,normal,T,,
955,normal,U,,
955,normal,END,,
956,anomaly,START,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,F,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,L,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,M,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,S,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,N,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,O,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,Q,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,R,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
956,anomaly,P,activity_switching,"{'index1': 4, 'index2': 9, 'activity1': 'P', 'activity2': 'S'}"
