traceid,activity,timestamp
930,END,2021-06-14 11:13:50.000
931,START,2021-06-04 11:35:00.000
931,F,2021-06-07 06:09:00.000
931,G,2021-06-07 11:16:20.000
931,H,2021-06-08 11:33:10.000
931,I,2021-06-09 11:47:30.000
931,M,2021-06-10 11:54:50.000
931,N,2021-06-10 11:54:57.703
931,Q,2021-06-10 11:55:00.186
931,P,2021-06-10 11:55:02.551
931,O,2021-06-10 11:55:03.368
931,R,2021-06-11 11:48:10.000
931,S,2021-06-14 11:14:50.000
931,T,2021-06-15 09:48:20.000
931,U,2021-06-16 06:43:40.000
931,END,2021-06-16 06:43:40.000
932,START,2021-06-04 11:35:10.000
932,F,2021-06-07 06:09:20.000
932,G,2021-06-07 11:16:50.000
932,M,2021-06-08 11:33:40.000
932,O,2021-06-08 11:33:44.731
932,N,2021-06-08 11:33:50.723
932,Q,2021-06-08 11:33:51.391
932,P,2021-06-08 11:33:54.895
932,R,2021-06-09 11:48:10.000
932,S,2021-06-10 11:55:40.000
932,T,2021-06-11 11:48:40.000
932,U,2021-06-14 11:15:20.000
932,END,2021-06-14 11:15:20.000
933,START,2021-06-04 11:35:20.000
933,F,2021-06-07 06:09:40.000
933,G,2021-06-07 11:17:40.000
933,M,2021-06-08 11:34:30.000
933,Q,2021-06-08 11:34:34.664
933,O,2021-06-08 11:34:41.145
933,P,2021-06-08 11:34:41.323
933,N,2021-06-08 11:34:43.211
933,R,2021-06-09 11:49:00.000
933,S,2021-06-10 11:56:20.000
933,T,2021-06-11 11:49:20.000
933,U,2021-06-14 11:15:50.000
933,END,2021-06-14 11:15:50.000
934,START,2021-06-04 11:35:30.000
934,F,2021-06-07 06:10:00.000
934,G,2021-06-07 11:18:10.000
934,M,2021-06-08 11:35:00.000
934,Q,2021-06-08 11:35:04.799
934,O,2021-06-08 11:35:12.697
934,P,2021-06-08 11:35:14.614
934,N,2021-06-08 11:35:16.006
934,R,2021-06-09 11:49:30.000
934,S,2021-06-10 11:57:00.000
934,T,2021-06-11 11:49:50.000
934,U,2021-06-14 11:16:20.000
934,END,2021-06-14 11:16:20.000
935,START,2021-06-04 11:35:40.000
935,F,2021-06-07 06:10:20.000
935,G,2021-06-07 11:19:00.000
935,H,2021-06-08 11:35:50.000
935,I,2021-06-09 11:50:10.000
935,M,2021-06-10 11:57:40.000
935,Q,2021-06-10 11:57:40.979
935,O,2021-06-10 11:57:51.152
935,P,2021-06-10 11:57:53.818
935,N,2021-06-10 11:57:58.188
935,R,2021-06-11 11:50:30.000
935,S,2021-06-14 11:16:50.000
935,T,2021-06-15 09:49:50.000
935,U,2021-06-16 06:44:30.000
935,END,2021-06-16 06:44:30.000
936,START,2021-06-04 11:35:50.000
936,F,2021-06-07 06:10:40.000
936,J,2021-06-07 11:19:40.000
936,K,2021-06-08 11:36:30.000
936,M,2021-06-09 11:50:50.000
936,N,2021-06-09 11:50:56.218
936,O,2021-06-09 11:51:00.976
936,P,2021-06-09 11:51:02.980
936,Q,2021-06-09 11:51:06.809
936,R,2021-06-10 11:58:20.000
936,S,2021-06-11 11:51:10.000
936,T,2021-06-14 11:17:20.000
936,S,2021-06-15 09:50:20.000
936,T,2021-06-16 06:44:50.000
936,U,2021-06-16 08:59:20.000
936,END,2021-06-16 08:59:20.000
937,START,2021-06-04 11:36:00.000
937,F,2021-06-07 06:11:00.000
937,G,2021-06-07 11:20:20.000
937,M,2021-06-08 11:37:10.000
937,P,2021-06-08 11:37:17.459
937,Q,2021-06-08 11:37:20.312
937,O,2021-06-08 11:37:20.586
937,N,2021-06-08 11:37:23.601
937,R,2021-06-09 11:51:40.000
937,S,2021-06-10 11:59:00.000
937,T,2021-06-11 11:51:50.000
937,U,2021-06-14 11:17:50.000
937,END,2021-06-14 11:17:50.000
938,START,2021-06-04 11:36:10.000
938,F,2021-06-07 06:11:20.000
938,J,2021-06-07 11:21:00.000
938,K,2021-06-08 11:37:50.000
938,M,2021-06-09 11:52:10.000
938,Q,2021-06-09 11:52:15.897
938,N,2021-06-09 11:52:18.112
938,O,2021-06-09 11:52:18.968
938,P,2021-06-09 11:52:20.715
938,R,2021-06-10 11:59:40.000
938,S,2021-06-11 11:52:30.000
938,T,2021-06-14 11:18:20.000
938,U,2021-06-15 09:51:10.000
938,END,2021-06-15 09:51:10.000
939,START,2021-06-04 11:36:20.000
939,F,2021-06-07 06:11:40.000
939,J,2021-06-07 11:21:40.000
939,K,2021-06-08 11:38:30.000
939,M,2021-06-09 11:52:50.000
939,Q,2021-06-09 11:52:55.678
939,O,2021-06-09 11:52:59.116
939,P,2021-06-09 11:52:59.536
939,N,2021-06-09 11:53:01.337
939,R,2021-06-10 12:00:30.000
939,S,2021-06-11 11:53:20.000
939,T,2021-06-14 11:18:50.000
939,U,2021-06-15 09:51:40.000
939,END,2021-06-15 09:51:40.000
940,START,2021-06-04 11:36:30.000
940,F,2021-06-07 06:12:00.000
940,J,2021-06-07 11:22:10.000
940,K,2021-06-08 11:39:00.000
940,M,2021-06-09 11:53:20.000
940,O,2021-06-09 11:53:27.312
940,P,2021-06-09 11:53:27.812
940,N,2021-06-09 11:53:34.258
940,Q,2021-06-09 11:53:36.419
940,R,2021-06-10 12:01:00.000
940,S,2021-06-11 11:53:40.000
940,T,2021-06-14 11:19:20.000
940,U,2021-06-15 09:52:10.000
940,END,2021-06-15 09:52:10.000
941,START,2021-06-04 11:36:40.000
941,F,2021-06-07 06:12:20.000
941,L,2021-06-07 11:23:00.000
941,M,2021-06-08 11:39:50.000
941,N,2021-06-08 11:40:01.116
941,O,2021-06-08 11:40:03.338
941,Q,2021-06-08 11:40:03.787
941,P,2021-06-08 11:40:10.675
941,R,2021-06-09 11:54:30.000
941,S,2021-06-10 12:01:50.000
941,T,2021-06-11 11:54:30.000
941,U,2021-06-14 11:20:00.000
941,END,2021-06-14 11:20:00.000
942,START,2021-06-04 11:36:50.000
942,F,2021-06-07 06:12:40.000
942,G,2021-06-07 11:23:40.000
942,M,2021-06-08 11:40:30.000
942,P,2021-06-08 11:40:32.928
942,N,2021-06-08 11:40:40.013
942,O,2021-06-08 11:40:40.159
942,Q,2021-06-08 11:40:42.467
942,R,2021-06-09 11:55:00.000
942,S,2021-06-10 12:02:10.000
942,T,2021-06-11 11:54:50.000
942,U,2021-06-14 11:20:20.000
942,END,2021-06-14 11:20:20.000
943,START,2021-06-04 11:37:00.000
943,F,2021-06-07 06:13:00.000
943,J,2021-06-07 11:24:20.000
943,K,2021-06-08 11:41:10.000
943,M,2021-06-09 11:55:30.000
943,P,2021-06-09 11:55:41.310
943,N,2021-06-09 11:55:41.359
943,O,2021-06-09 11:55:42.077
943,Q,2021-06-09 11:55:52.552
943,R,2021-06-10 12:02:50.000
943,S,2021-06-11 11:55:30.000
943,T,2021-06-14 11:21:00.000
943,U,2021-06-15 09:53:30.000
943,END,2021-06-15 09:53:30.000
944,START,2021-06-04 11:37:10.000
944,F,2021-06-07 06:13:20.000
944,L,2021-06-07 11:24:50.000
944,M,2021-06-08 11:41:40.000
944,N,2021-06-08 11:41:49.389
944,P,2021-06-08 11:41:51.164
944,Q,2021-06-08 11:41:51.243
944,O,2021-06-08 11:41:54.134
944,R,2021-06-09 11:56:10.000
944,S,2021-06-10 12:03:20.000
944,T,2021-06-11 11:55:50.000
944,U,2021-06-14 11:21:20.000
944,END,2021-06-14 11:21:20.000
945,START,2021-06-04 11:37:20.000
945,F,2021-06-07 06:13:40.000
945,G,2021-06-07 11:25:40.000
945,M,2021-06-08 11:42:30.000
945,N,2021-06-08 11:42:35.613
945,O,2021-06-08 11:42:36.177
945,Q,2021-06-08 11:42:40.622
945,P,2021-06-08 11:42:46.381
945,R,2021-06-09 11:57:00.000
945,S,2021-06-10 12:04:20.000
945,T,2021-06-11 11:56:50.000
945,U,2021-06-14 11:22:00.000
945,END,2021-06-14 11:22:00.000
946,START,2021-06-04 11:37:30.000
946,F,2021-06-07 06:14:00.000
946,J,2021-06-07 11:26:20.000
946,K,2021-06-08 11:43:10.000
946,M,2021-06-09 11:57:30.000
946,N,2021-06-09 11:57:37.745
946,O,2021-06-09 11:57:40.469
946,P,2021-06-09 11:57:42.282
946,Q,2021-06-09 11:57:45.230
946,R,2021-06-10 12:05:00.000
946,S,2021-06-11 11:57:20.000
946,T,2021-06-14 11:22:40.000
946,U,2021-06-15 09:54:40.000
946,END,2021-06-15 09:54:40.000
947,START,2021-06-04 11:37:40.000
947,F,2021-06-07 06:14:20.000
947,L,2021-06-07 11:26:50.000
947,M,2021-06-08 11:43:40.000
947,Q,2021-06-08 11:43:43.928
947,O,2021-06-08 11:43:50.951
947,N,2021-06-08 11:43:53.010
947,P,2021-06-08 11:43:54.807
947,R,2021-06-09 11:58:10.000
947,S,2021-06-10 12:05:30.000
947,T,2021-06-11 11:57:50.000
947,U,2021-06-14 11:23:10.000
947,END,2021-06-14 11:23:10.000
948,START,2021-06-04 11:37:50.000
948,F,2021-06-07 06:14:40.000
948,G,2021-06-07 11:27:40.000
948,M,2021-06-08 11:44:30.000
948,N,2021-06-08 11:44:37.107
948,P,2021-06-08 11:44:41.834
948,Q,2021-06-08 11:44:43.925
948,O,2021-06-08 11:44:45.823
948,R,2021-06-09 11:58:50.000
948,S,2021-06-10 12:06:00.000
948,T,2021-06-11 11:58:20.000
948,S,2021-06-14 11:23:40.000
948,T,2021-06-15 09:55:30.000
948,U,2021-06-16 06:46:30.000
948,END,2021-06-16 06:46:30.000
949,START,2021-06-04 11:38:00.000
949,F,2021-06-07 06:15:00.000
949,L,2021-06-07 11:28:20.000
949,M,2021-06-08 11:45:10.000
949,O,2021-06-08 11:45:15.284
949,N,2021-06-08 11:45:21.758
949,Q,2021-06-08 11:45:23.749
949,P,2021-06-08 11:45:24.630
949,R,2021-06-09 11:59:30.000
949,S,2021-06-10 12:06:40.000
949,T,2021-06-11 11:59:00.000
949,U,2021-06-14 11:24:20.000
949,END,2021-06-14 11:24:20.000
950,START,2021-06-04 11:38:10.000
950,F,2021-06-07 06:15:10.000
950,L,2021-06-07 11:28:40.000
950,M,2021-06-08 11:45:30.000
950,O,2021-06-08 11:45:34.098
950,N,2021-06-08 11:45:35.771
950,Q,2021-06-08 11:45:37.076
950,P,2021-06-08 11:45:38.316
950,R,2021-06-09 11:59:40.000
950,S,2021-06-10 12:07:00.000
950,T,2021-06-11 11:59:20.000
950,U,2021-06-14 11:24:40.000
950,END,2021-06-14 11:24:40.000
951,START,2021-06-04 11:38:20.000
951,F,2021-06-07 06:15:40.000
951,G,2021-06-07 11:29:40.000
951,H,2021-06-08 11:46:30.000
951,I,2021-06-09 12:00:40.000
951,M,2021-06-10 12:07:50.000
951,N,2021-06-10 12:07:57.774
951,O,2021-06-10 12:07:58.146
951,P,2021-06-10 12:08:01.479
951,Q,2021-06-10 12:08:04.658
951,R,2021-06-11 12:00:20.000
951,S,2021-06-14 11:25:30.000
951,T,2021-06-15 09:56:40.000
951,U,2021-06-16 06:46:50.000
951,END,2021-06-16 06:46:50.000
952,START,2021-06-04 11:38:30.000
952,F,2021-06-07 06:16:00.000
952,J,2021-06-07 11:30:10.000
952,K,2021-06-08 11:47:00.000
952,M,2021-06-09 12:01:10.000
952,O,2021-06-09 12:01:18.449
952,N,2021-06-09 12:01:21.980
952,Q,2021-06-09 12:01:23.036
952,P,2021-06-09 12:01:30.382
952,R,2021-06-10 12:08:50.000
952,S,2021-06-11 12:00:50.000
952,T,2021-06-14 11:26:00.000
952,U,2021-06-15 09:57:10.000
952,END,2021-06-15 09:57:10.000
953,START,2021-06-04 11:38:40.000
953,F,2021-06-07 06:16:20.000
953,G,2021-06-07 11:31:00.000
953,M,2021-06-08 11:47:50.000
953,P,2021-06-08 11:47:56.343
953,Q,2021-06-08 11:48:00.719
953,N,2021-06-08 11:48:02.356
953,O,2021-06-08 11:48:03.405
953,R,2021-06-09 12:02:10.000
953,S,2021-06-10 12:09:30.000
953,T,2021-06-11 12:01:30.000
953,U,2021-06-14 11:26:40.000
953,END,2021-06-14 11:26:40.000
954,START,2021-06-04 11:38:50.000
954,F,2021-06-07 06:16:30.000
954,J,2021-06-07 11:31:20.000
954,K,2021-06-08 11:48:10.000
954,M,2021-06-09 12:02:20.000
954,N,2021-06-09 12:02:25.311
954,P,2021-06-09 12:02:25.975
954,Q,2021-06-09 12:02:29.265
954,O,2021-06-09 12:02:30.163
954,R,2021-06-10 12:09:40.000
954,S,2021-06-11 12:01:50.000
954,T,2021-06-14 11:27:00.000
954,S,2021-06-15 09:58:00.000
954,T,2021-06-16 06:47:30.000
954,U,2021-06-16 09:00:10.000
954,END,2021-06-16 09:00:10.000
955,START,2021-06-04 11:39:00.000
955,F,2021-06-07 06:17:00.000
955,G,2021-06-07 11:32:20.000
955,M,2021-06-08 11:49:10.000
955,N,2021-06-08 11:49:16.564
955,Q,2021-06-08 11:49:21.629
955,P,2021-06-08 11:49:22.944
955,O,2021-06-08 11:49:23.828
955,R,2021-06-09 12:03:30.000
955,S,2021-06-10 12:10:30.000
955,T,2021-06-11 12:02:30.000
955,U,2021-06-14 11:27:40.000
955,END,2021-06-14 11:27:40.000
956,START,2021-06-04 11:39:10.000
956,F,2021-06-07 06:17:20.000
956,L,2021-06-07 11:32:50.000
956,M,2021-06-08 11:49:40.000
956,P,2021-06-08 11:49:49.377
956,N,2021-06-08 11:49:49.736
956,O,2021-06-08 11:49:52.272
956,Q,2021-06-08 11:49:52.952
956,R,2021-06-09 12:04:00.000
956,S,2021-06-10 12:11:10.000
956,T,2021-06-11 12:03:10.000
956,U,2021-06-14 11:28:20.000
956,END,2021-06-14 11:28:20.000
957,START,2021-06-04 11:39:20.000
957,F,2021-06-07 06:17:40.000
957,J,2021-06-07 11:33:40.000
957,K,2021-06-08 11:50:30.000
957,M,2021-06-09 12:04:40.000
957,O,2021-06-09 12:04:45.658
957,Q,2021-06-09 12:04:53.186
957,N,2021-06-09 12:04:53.264
957,P,2021-06-09 12:04:53.528
957,R,2021-06-10 12:12:00.000
957,S,2021-06-11 12:04:00.000
957,T,2021-06-14 11:29:00.000
957,S,2021-06-15 09:59:40.000
957,T,2021-06-16 06:48:20.000
957,U,2021-06-16 09:00:40.000
957,END,2021-06-16 09:00:40.000
958,START,2021-06-04 11:39:30.000
958,F,2021-06-07 06:17:50.000
958,L,2021-06-07 11:34:00.000
958,M,2021-06-08 11:50:50.000
958,N,2021-06-08 11:50:53.140
958,P,2021-06-08 11:50:58.886
958,O,2021-06-08 11:51:02.448
958,Q,2021-06-08 11:51:03.073
958,R,2021-06-09 12:05:10.000
958,S,2021-06-10 12:12:10.000
958,T,2021-06-11 12:04:10.000
958,U,2021-06-14 11:29:20.000
958,END,2021-06-14 11:29:20.000
959,START,2021-06-04 11:39:40.000
959,F,2021-06-07 06:18:20.000
959,L,2021-06-07 11:35:00.000
959,M,2021-06-08 11:51:50.000
959,N,2021-06-08 11:51:57.520
959,Q,2021-06-08 11:51:58.764
959,P,2021-06-08 11:52:01.870
959,O,2021-06-08 11:52:05.962
959,R,2021-06-09 12:06:10.000
959,S,2021-06-10 12:13:20.000
959,T,2021-06-11 12:05:10.000
959,U,2021-06-14 11:30:10.000
959,END,2021-06-14 11:30:10.000
960,START,2021-06-04 11:39:50.000
960,F,2021-06-07 06:18:40.000
960,J,2021-06-07 11:35:40.000
960,K,2021-06-08 11:52:30.000
960,M,2021-06-09 12:06:40.000
960,O,2021-06-09 12:06:45.405
960,N,2021-06-09 12:06:45.863
960,P,2021-06-09 12:06:46.335
960,Q,2021-06-09 12:06:55.583
960,R,2021-06-10 12:14:00.000
960,S,2021-06-11 12:06:00.000
960,T,2021-06-14 11:30:50.000
960,U,2021-06-15 10:00:50.000
960,END,2021-06-15 10:00:50.000
961,START,2021-06-04 11:40:00.000
961,F,2021-06-07 06:19:00.000
961,L,2021-06-07 11:36:20.000
961,M,2021-06-08 11:53:10.000
961,O,2021-06-08 11:53:11.811
961,Q,2021-06-08 11:53:16.991
961,P,2021-06-08 11:53:22.705
961,N,2021-06-08 11:53:23.440
961,R,2021-06-09 12:07:30.000
961,S,2021-06-10 12:14:40.000
961,T,2021-06-11 12:06:30.000
961,U,2021-06-14 11:31:30.000
961,END,2021-06-14 11:31:30.000
962,START,2021-06-04 11:40:10.000
962,F,2021-06-07 06:19:20.000
962,G,2021-06-07 11:36:50.000
962,H,2021-06-08 11:53:40.000
962,I,2021-06-09 12:07:50.000
962,M,2021-06-10 12:15:00.000
962,N,2021-06-10 12:15:02.608
962,P,2021-06-10 12:15:11.034
962,Q,2021-06-10 12:15:13.478
962,O,2021-06-10 12:15:14.793
962,R,2021-06-11 12:07:00.000
962,S,2021-06-14 11:31:50.000
962,T,2021-06-15 10:01:40.000
962,U,2021-06-16 06:49:30.000
962,END,2021-06-16 06:49:30.000
963,START,2021-06-04 11:40:20.000
963,F,2021-06-07 06:19:40.000
963,J,2021-06-07 11:37:40.000
963,K,2021-06-08 11:54:30.000
963,M,2021-06-09 12:08:40.000
963,Q,2021-06-09 12:08:48.949
963,O,2021-06-09 12:08:51.262
963,N,2021-06-09 12:08:52.716
963,P,2021-06-09 12:08:55.630
963,R,2021-06-10 12:16:00.000
963,S,2021-06-11 12:07:50.000
963,T,2021-06-14 11:32:40.000
963,U,2021-06-15 10:02:20.000
963,END,2021-06-15 10:02:20.000
964,START,2021-06-04 11:40:30.000
964,F,2021-06-07 06:19:50.000
964,L,2021-06-07 11:38:00.000
964,M,2021-06-08 11:54:50.000
964,Q,2021-06-08 11:54:54.203
964,O,2021-06-08 11:54:59.760
964,N,2021-06-08 11:55:06.626
964,P,2021-06-08 11:55:09.173
964,R,2021-06-09 12:09:10.000
964,S,2021-06-10 12:16:10.000
964,T,2021-06-11 12:08:00.000
964,U,2021-06-14 11:33:00.000
964,END,2021-06-14 11:33:00.000
965,START,2021-06-04 11:40:40.000
965,F,2021-06-07 06:20:20.000
965,G,2021-06-07 11:39:00.000
965,H,2021-06-08 11:55:50.000
965,I,2021-06-09 12:10:00.000
965,M,2021-06-10 12:17:00.000
965,P,2021-06-10 12:17:06.397
965,O,2021-06-10 12:17:09.751
965,N,2021-06-10 12:17:16.806
965,Q,2021-06-10 12:17:29.358
965,R,2021-06-11 12:09:00.000
965,S,2021-06-14 11:34:00.000
965,T,2021-06-15 10:03:30.000
965,U,2021-06-16 06:50:30.000
965,END,2021-06-16 06:50:30.000
966,START,2021-06-04 11:40:50.000
966,F,2021-06-07 06:20:40.000
966,G,2021-06-07 11:39:40.000
966,H,2021-06-08 11:56:20.000
966,I,2021-06-09 12:10:30.000
966,M,2021-06-10 12:17:20.000
966,O,2021-06-10 12:17:26.213
966,P,2021-06-10 12:17:28.979
966,N,2021-06-10 12:17:31.727
966,Q,2021-06-10 12:17:32.369
966,R,2021-06-11 12:09:20.000
966,S,2021-06-14 11:34:20.000
966,T,2021-06-15 10:03:50.000
966,U,2021-06-16 06:50:40.000
966,END,2021-06-16 06:50:40.000
967,START,2021-06-04 11:41:00.000
967,F,2021-06-07 06:21:00.000
967,L,2021-06-07 11:40:20.000
967,M,2021-06-08 11:57:00.000
967,Q,2021-06-08 11:57:10.322
967,P,2021-06-08 11:57:10.780
967,N,2021-06-08 11:57:11.809
967,O,2021-06-08 11:57:15.603
967,R,2021-06-09 12:11:20.000
967,S,2021-06-10 12:18:20.000
967,T,2021-06-11 12:10:00.000
967,U,2021-06-14 11:34:50.000
967,END,2021-06-14 11:34:50.000
968,START,2021-06-04 11:41:10.000
968,F,2021-06-07 06:21:20.000
968,J,2021-06-07 11:41:00.000
968,K,2021-06-08 11:57:40.000
968,M,2021-06-09 12:11:50.000
968,Q,2021-06-09 12:11:57.062
968,P,2021-06-09 12:11:58.058
968,O,2021-06-09 12:11:58.633
968,N,2021-06-09 12:12:07.861
968,R,2021-06-10 12:18:50.000
968,S,2021-06-11 12:10:40.000
968,T,2021-06-14 11:35:30.000
968,U,2021-06-15 10:04:50.000
968,END,2021-06-15 10:04:50.000
969,START,2021-06-04 11:41:20.000
969,F,2021-06-07 06:21:40.000
969,G,2021-06-07 11:41:40.000
969,H,2021-06-08 11:58:20.000
969,I,2021-06-09 12:12:30.000
969,M,2021-06-10 12:19:20.000
969,N,2021-06-10 12:19:22.360
969,O,2021-06-10 12:19:26.561
969,Q,2021-06-10 12:19:29.980
969,P,2021-06-10 12:19:33.871
969,R,2021-06-11 12:11:20.000
969,S,2021-06-14 11:36:10.000
969,T,2021-06-15 10:05:30.000
969,U,2021-06-16 06:51:20.000
969,END,2021-06-16 06:51:20.000
970,START,2021-06-04 11:41:30.000
970,F,2021-06-07 06:21:50.000
970,J,2021-06-07 11:42:00.000
970,K,2021-06-08 11:58:40.000
970,M,2021-06-09 12:12:50.000
970,P,2021-06-09 12:12:54.133
970,O,2021-06-09 12:12:58.249
970,N,2021-06-09 12:13:00.788
970,Q,2021-06-09 12:13:01.757
970,R,2021-06-10 12:19:50.000
970,S,2021-06-11 12:11:30.000
970,T,2021-06-14 11:36:20.000
970,U,2021-06-15 10:05:40.000
970,END,2021-06-15 10:05:40.000
971,START,2021-06-04 11:41:40.000
971,F,2021-06-07 06:22:10.000
971,L,2021-06-07 11:42:40.000
971,M,2021-06-08 11:59:20.000
971,N,2021-06-08 11:59:27.735
971,P,2021-06-08 11:59:29.222
971,Q,2021-06-08 11:59:29.593
971,O,2021-06-08 11:59:34.332
971,R,2021-06-09 12:13:40.000
971,S,2021-06-10 12:20:40.000
971,T,2021-06-11 12:12:30.000
971,U,2021-06-14 11:37:20.000
971,END,2021-06-14 11:37:20.000
972,START,2021-06-04 11:41:50.000
972,F,2021-06-07 06:22:30.000
972,G,2021-06-07 11:43:20.000
972,H,2021-06-08 12:00:00.000
972,I,2021-06-09 12:14:10.000
972,M,2021-06-10 12:21:10.000
972,O,2021-06-10 12:21:14.776
972,N,2021-06-10 12:21:20.998
972,P,2021-06-10 12:21:21.718
972,Q,2021-06-10 12:21:25.354
972,R,2021-06-11 12:13:00.000
972,S,2021-06-14 11:37:40.000
972,T,2021-06-15 10:06:50.000
972,U,2021-06-16 06:52:00.000
972,END,2021-06-16 06:52:00.000
973,START,2021-06-04 11:42:00.000
973,F,2021-06-07 06:22:50.000
973,L,2021-06-07 11:44:00.000
973,M,2021-06-08 12:00:40.000
973,Q,2021-06-08 12:00:41.164
973,P,2021-06-08 12:00:49.320
973,O,2021-06-08 12:00:52.342
973,N,2021-06-08 12:00:53.381
973,R,2021-06-09 12:15:00.000
973,S,2021-06-10 12:21:50.000
973,T,2021-06-11 12:13:40.000
973,U,2021-06-14 11:38:20.000
973,END,2021-06-14 11:38:20.000
974,START,2021-06-04 11:42:10.000
974,F,2021-06-07 06:23:00.000
974,J,2021-06-07 11:44:20.000
974,K,2021-06-08 12:01:00.000
974,M,2021-06-09 12:15:10.000
974,O,2021-06-09 12:15:21.172
974,Q,2021-06-09 12:15:23.471
974,P,2021-06-09 12:15:26.272
974,N,2021-06-09 12:15:28.762
974,R,2021-06-10 12:22:20.000
974,S,2021-06-11 12:14:10.000
974,T,2021-06-14 11:38:40.000
974,S,2021-06-15 10:07:30.000
974,T,2021-06-16 06:52:30.000
974,U,2021-06-16 09:02:50.000
974,END,2021-06-16 09:02:50.000
975,START,2021-06-04 11:42:20.000
975,F,2021-06-07 06:23:20.000
975,G,2021-06-07 11:45:00.000
975,M,2021-06-08 12:01:40.000
975,N,2021-06-08 12:01:44.478
975,P,2021-06-08 12:01:47.944
975,O,2021-06-08 12:01:53.206
975,Q,2021-06-08 12:01:55.197
975,R,2021-06-09 12:16:00.000
975,S,2021-06-10 12:22:50.000
975,T,2021-06-11 12:14:40.000
975,U,2021-06-14 11:39:10.000
975,END,2021-06-14 11:39:10.000
976,START,2021-06-04 11:42:30.000
976,F,2021-06-07 06:23:50.000
976,J,2021-06-07 11:46:00.000
976,K,2021-06-08 12:02:40.000
976,M,2021-06-09 12:16:50.000
976,Q,2021-06-09 12:16:59.121
976,O,2021-06-09 12:17:03.129
976,P,2021-06-09 12:17:03.722
976,N,2021-06-09 12:17:04.887
976,R,2021-06-10 12:23:40.000
976,S,2021-06-11 12:15:20.000
976,T,2021-06-14 11:39:50.000
976,U,2021-06-15 10:08:30.000
976,END,2021-06-15 10:08:30.000
977,START,2021-06-04 11:42:40.000
977,F,2021-06-07 06:24:10.000
977,L,2021-06-07 11:46:40.000
977,M,2021-06-08 12:03:20.000
977,N,2021-06-08 12:03:24.468
977,Q,2021-06-08 12:03:30.914
977,O,2021-06-08 12:03:32.056
977,P,2021-06-08 12:03:33.510
977,R,2021-06-09 12:17:40.000
977,S,2021-06-10 12:24:20.000
977,T,2021-06-11 12:16:00.000
977,U,2021-06-14 11:40:30.000
977,END,2021-06-14 11:40:30.000
978,START,2021-06-04 11:42:50.000
978,F,2021-06-07 06:24:30.000
978,J,2021-06-07 11:47:20.000
978,K,2021-06-08 12:04:00.000
978,M,2021-06-09 12:18:10.000
978,O,2021-06-09 12:18:21.103
978,Q,2021-06-09 12:18:24.890
978,P,2021-06-09 12:18:25.202
978,N,2021-06-09 12:18:25.507
978,R,2021-06-10 12:25:10.000
978,S,2021-06-11 12:16:50.000
978,T,2021-06-14 11:41:10.000
978,U,2021-06-15 10:09:20.000
978,END,2021-06-15 10:09:20.000
979,START,2021-06-04 11:43:00.000
979,F,2021-06-07 06:24:50.000
979,J,2021-06-07 11:47:50.000
979,K,2021-06-08 12:04:30.000
979,M,2021-06-09 12:18:40.000
979,O,2021-06-09 12:18:50.070
979,N,2021-06-09 12:18:52.216
979,Q,2021-06-09 12:18:54.787
979,P,2021-06-09 12:18:56.309
979,R,2021-06-10 12:25:40.000
979,S,2021-06-11 12:17:10.000
979,T,2021-06-14 11:41:40.000
979,U,2021-06-15 10:09:50.000
979,END,2021-06-15 10:09:50.000
980,START,2021-06-04 11:43:10.000
980,F,2021-06-07 06:25:10.000
980,G,2021-06-07 11:48:40.000
980,H,2021-06-08 12:05:20.000
980,I,2021-06-09 12:19:20.000
980,M,2021-06-10 12:26:00.000
980,P,2021-06-10 12:26:05.583
980,O,2021-06-10 12:26:06.607
980,N,2021-06-10 12:26:08.808
980,Q,2021-06-10 12:26:10.687
980,R,2021-06-11 12:17:40.000
980,S,2021-06-14 11:42:10.000
980,T,2021-06-15 10:10:20.000
980,U,2021-06-16 06:53:30.000
980,END,2021-06-16 06:53:30.000
981,START,2021-06-04 11:43:20.000
981,F,2021-06-07 06:25:30.000
981,G,2021-06-07 11:49:20.000
981,M,2021-06-08 12:06:00.000
981,N,2021-06-08 12:06:09.283
981,Q,2021-06-08 12:06:09.301
981,O,2021-06-08 12:06:15.115
981,P,2021-06-08 12:06:15.213
981,R,2021-06-09 12:20:10.000
981,S,2021-06-10 12:27:00.000
981,T,2021-06-11 12:18:30.000
981,U,2021-06-14 11:42:40.000
981,END,2021-06-14 11:42:40.000
982,START,2021-06-04 11:43:30.000
982,F,2021-06-07 06:25:50.000
982,J,2021-06-07 11:50:00.000
982,K,2021-06-08 12:06:40.000
982,M,2021-06-09 12:20:40.000
982,P,2021-06-09 12:20:47.054
982,O,2021-06-09 12:20:47.458
982,N,2021-06-09 12:20:50.277
982,Q,2021-06-09 12:20:54.646
982,R,2021-06-10 12:27:40.000
982,S,2021-06-11 12:19:10.000
982,T,2021-06-14 11:43:20.000
982,S,2021-06-15 10:11:20.000
982,T,2021-06-16 06:54:30.000
982,U,2021-06-16 09:04:10.000
982,END,2021-06-16 09:04:10.000
983,START,2021-06-04 11:43:40.000
983,F,2021-06-07 06:26:10.000
983,G,2021-06-07 11:50:40.000
983,M,2021-06-08 12:07:20.000
983,N,2021-06-08 12:07:29.200
983,O,2021-06-08 12:07:29.918
983,Q,2021-06-08 12:07:31.679
983,P,2021-06-08 12:07:37.341
